Species,Geolocation,2002 Quarter 1,2002 Quarter 2,2002 Quarter 3,2002 Quarter 4,2003 Quarter 1,2003 Quarter 2,2003 Quarter 3,2003 Quarter 4,2004 Quarter 1,2004 Quarter 2,2004 Quarter 3,2004 Quarter 4,2005 Quarter 1,2005 Quarter 2,2005 Quarter 3,2005 Quarter 4,2006 Quarter 1,2006 Quarter 2,2006 Quarter 3,2006 Quarter 4,2007 Quarter 1,2007 Quarter 2,2007 Quarter 3,2007 Quarter 4,2008 Quarter 1,2008 Quarter 2,2008 Quarter 3,2008 Quarter 4,2009 Quarter 1,2009 Quarter 2,2009 Quarter 3,2009 Quarter 4,2010 Quarter 1,2010 Quarter 2,2010 Quarter 3,2010 Quarter 4,2011 Quarter 1,2011 Quarter 2,2011 Quarter 3,2011 Quarter 4,2012 Quarter 1,2012 Quarter 2,2012 Quarter 3,2012 Quarter 4,2013 Quarter 1,2013 Quarter 2,2013 Quarter 3,2013 Quarter 4,2014 Quarter 1,2014 Quarter 2,2014 Quarter 3,2014 Quarter 4,2015 Quarter 1,2015 Quarter 2,2015 Quarter 3,2015 Quarter 4,2016 Quarter 1,2016 Quarter 2,2016 Quarter 3,2016 Quarter 4,2017 Quarter 1,2017 Quarter 2,2017 Quarter 3,2017 Quarter 4,2018 Quarter 1,2018 Quarter 2,2018 Quarter 3,2018 Quarter 4,2019 Quarter 1,2019 Quarter 2,2019 Quarter 3,2019 Quarter 4,2020 Quarter 1,2020 Quarter 2,2020 Quarter 3,2020 Quarter 4,2021 Quarter 1,2021 Quarter 2,2021 Quarter 3,2021 Quarter 4
All species,....Rizal,16020,22714,21909,24141,17369,18323,22366,27371,17740.8,17643,24712.01,32432,17446.42,16233.39,22132,34049.4,17671.83,15524.12,13360.77,26023.51,13328.6,14536.56,22863.35,32810.06,17740.49,15521.69,24458.26,33702.94,16457.81,17836.05,26817.97,26206.59,16692.02,19097.57,27338.78,28474.37,17841.56,19995.92,28214.71,30000.22,18719.9,20286.64,29746.48,30853.25,19071.16,20510.59,30977.02,31808.07,19588.36,21253.19,35606.32,33385.03,20189.71,19969.37,35142.01,32050.45,18841.06,19075.93,14710.31,24237.67,20198.35,20951.27,13773.44,21382.5,9686.84,18552.51,10766.88,16773.91,9013.96,20566.92,10852,19448.52,10623.21,13497.27,8883.47,15973.23,5061.52,..,..,..
All species,..MIMAROPA Region,68580,69105,58473,167306,64044.7,87773.4,64716.2,256160.1,79603.07,107781.35,69851.91,304226.37,60252.62,117894.64,76706.13,336647.87,84846.91,179935.07,99472.09,349908.51,86514.47,183793.35,105871.69,289822.23,84108.49,184298.83,107980.18,363851.29,92093.89,169647.67,97270.97,361722.01,76392.71,167839.84,103129.72,379135.93,75044.49,171410.39,100659.02,381858.55,71894.54,141297.94,94425.08,378029.98,68247.91,133298.4,91780.58,257431.72,56686.16,129113.38,87452.18,288805.63,54492.77,136255.46,90085.82,307443.4,40749.97,97633.32,81588.35,262819.08,40893.31,102035.87,82329.49,263865.86,38459,109708.78,85486.39,271012.79,39911.1,90606.87,83993.19,286808.56,41455.33,92037.26,79745.24,263593.71,44145.44,..,..,..
All species,....Marinduque,1238,688,1067,1034,1254,745,1094,1404,1212.02,840.97,1149.07,1341.79,1391.38,839.38,1270.04,1463.26,1546.1,755.62,1239.53,1535.64,1551.61,677.52,1116.32,1580.8,1660.22,1104.34,1039.64,1670.04,1660.47,1133.7,1021,1583.41,1524.37,1224,1012.03,1630.07,1531.23,1137.26,980.62,1601.33,1424.13,1195.35,1051.58,1634.63,1547.5,1166.61,1068.77,1693.37,1671.7,1117.36,1000.91,1591.45,1716.69,1190.55,1003.49,1630.43,1802.1,1129.52,992.9,1567.38,1629.13,1136.64,974.57,1655.62,1724.63,1079.72,951.61,1480.57,1751.38,1303.14,956.88,1373.19,2041.82,1363.62,1190.15,1052.68,2122.11,..,..,..
All species,....Occidental Mindoro,3452,3971,4277,3715,4590.5,4142.6,4515.1,3291.6,3518.9,4261.63,4644.99,3073.68,3965.34,4560.17,4523.04,3318.93,4368.25,4613.97,4651.09,3707.93,4557.41,5033.86,4990.67,4080.52,4344.37,5596.9,5391,3946.47,4449.07,4091.97,4807,3790.56,4595.75,4019.29,5445.19,4143.76,4175.34,4018.95,5137.86,4237.48,4321.38,4279.76,5127.94,4551.04,4426.28,4691.51,4969.15,4788.97,5036.77,4804.17,5368.04,4731.29,5194.86,4831.85,5506.32,4756.57,5052.41,3724.38,3355.36,3772.95,3766.69,3711.61,3445.34,3753.09,3406.15,3119.12,2425.21,3128.69,2708.56,3162.94,3448.57,3000.63,3076.95,3215.72,3738.41,3354.41,3835.41,..,..,..
All species,....Oriental Mindoro,3633,3439,3347,2225,3671,3526.8,3457.4,2310.1,3776,3620.3,3528.6,2015.7,3672.72,3762.95,3751.58,2091.13,3754.36,3641.83,3691.6,2156.79,3651.99,3828.66,4067.65,2305.38,3467.45,3902.3,3715.4,2315.2,3667.36,3979.98,3512.87,2295.35,3646.16,3852.02,3716.66,2357.93,3692.87,3794.93,3667.29,2345.4,3609.32,4107.69,3715.34,2410.49,3931.77,3701.44,4247.32,2402.43,4114.39,3920.71,4240.62,2129.99,3043.51,3455.88,5182.1,2114.74,1862.77,3381.19,4094.68,2185.66,1741.28,3503.85,3159.28,2193.33,1410.46,3867.85,3291.25,2515.22,1431.22,2890.25,2979.65,2390.09,1538.18,2896.5,3397.54,2008.74,1480.54,..,..,..
All species,....Palawan,58333,58844,48778,158604,52532.2,77016,54624.7,247915.4,69082,96622.2,59471.1,296613.03,49077.13,106205,65949.11,328451.23,72971.81,168617.33,88803.67,341289.29,74537.51,171911.51,94336.73,280513.83,72823,170988.58,96635.78,354423.93,79883.78,157722.69,86596.34,352610.84,64151,155454.76,90968.2,369589.74,63146.75,159119.82,88059.01,372053.65,59705.53,127742.03,81938.77,367918.49,55359.95,120259.24,78994.96,246935.59,42761.51,114983.17,73633.42,278902.52,40848.3,122362.49,75706.78,297625.56,29099.65,86685.22,71880.42,254123.78,30772.47,90764.42,73202.21,255163.9,29396,98646.83,77308.7,262315.43,31562.22,80608.89,75234.29,278641.39,32830.89,81766.16,70410.01,256304.9,34759.07,..,..,..
All species,....Romblon,1924,2163,1004,1728,1997,2343,1025,1239,2014.15,2436.25,1058.15,1182.17,2146.05,2527.14,1212.36,1323.32,2206.39,2306.32,1086.2,1218.86,2215.95,2341.8,1360.31,1341.7,1813.44,2706.71,1198.37,1495.65,2433.22,2719.34,1333.76,1441.86,2475.42,3289.77,1987.65,1414.44,2498.3,3339.43,2814.24,1620.69,2834.19,3973.12,2591.45,1515.33,2982.4,3479.61,2500.39,1611.37,3101.79,4287.97,3209.2,1450.39,3689.4,4414.68,2687.13,1316.11,2933.04,2713.01,1265,1169.3,2983.73,2919.36,1548.09,1099.92,2521.77,2995.27,1509.62,1572.88,2457.73,2641.66,1373.79,1403.25,1967.49,2795.26,1009.13,872.98,1948.3,..,..,..
All species,..Region V (Bicol Region),44222,42187.5,36473.1,35627.8,46576.7,46601.2,40598.7,41975.02,51722.25,42406.44,41702.35,33728.39,55481.09,62665.35,46721.88,47917.51,59584.25,63299.02,52953.49,51104.46,59350.68,73872.93,57988.45,58565.66,58253.02,80480.28,63023.41,61343.41,66132.23,77908.27,67165.75,62330.57,72846.62,84379.75,70300.64,62857.76,65003.41,86177.74,70554.33,67271.91,70158.23,85939.88,71890.64,67323.73,71224.55,87765.73,73902.14,67424.94,68573.2,88748.13,71661.18,65971.65,57540.62,80301.62,67881.48,62464.04,48132.92,61524.02,60969.97,63768.89,46749.95,66176.37,67772.24,58146.97,49180.38,75396.13,66387.12,65626.33,45296.72,69466.01,62253.76,60496.35,37856.04,72410.79,71856.56,56724.29,40430.89,..,..,..
All species,....Albay,1927,3003,1754,1585,1972,2625.8,1931.1,2814,2338.29,2715.55,1889.12,2826.85,3899.98,3206.11,3036,3073.3,3609.71,3320.69,2846,3483.94,3384.78,5032.88,4327.05,3688.29,4079.95,5519.29,5693.88,3535.37,4338.33,5931.42,5547.73,4124.71,4432.68,6711.2,5644.71,4766.13,4194.42,7073.59,6070.11,5120.51,4635.77,6965.76,6073.11,5580.87,4829.56,7095.66,6136.4,5585.56,4843.54,7156.38,6170.08,5690.15,4252.91,5977.01,6584.55,5125.69,3918.65,6245.35,6189.48,5699.01,3767.98,6377.22,6497.22,6170.32,4336.76,5954.59,5764.22,5546.43,4240.39,6099.9,5489.41,5145.67,4307.86,6236.09,5291.48,4329.2,3921.88,..,..,..
All species,....Camarines Norte,10943.3,9690,7713,5245.2,10832.4,10474,8934.8,5926.5,11868.1,8601.45,10231.85,2067.4,13290.57,13885.09,8387.5,7783.58,19179.94,15221.88,10713,7931.72,16580.52,18241.2,11624.93,8154.73,14952.45,18759.35,11987.42,8530.99,16010.54,17612.81,13590.26,10019.62,18298.71,19477.64,14634.85,10368.73,17016.54,20503.91,14612.83,11130.07,19353.52,21901.94,15382.57,11575.98,21335.06,22749.6,16410.75,12038.33,19781.44,23486.7,16650.56,12020.7,15296.15,23162.29,16456.86,11360.16,10358.61,13349.66,12287.4,11436.71,7909.38,14693.21,14834.2,6907.5,9662.15,19658.68,19976.08,6935.27,6071.25,16041.03,23117.43,9361.03,6016.46,14680.48,10061.93,5198.17,3337.68,..,..,..
All species,....Camarines Sur,13840.7,13732.5,10404.1,14490,15534.4,16342.8,13520,17454,17404.3,15433.3,13657.55,14662,17755.8,19582.7,16212.4,19354.3,18560.4,19447.57,18776.8,19983.12,19143.71,23587.69,21133.15,22917.16,18491.14,27175.75,25445.45,24312.08,19206.86,27201.25,28233.7,21538.34,21321.55,29857.95,28550.68,20929.79,20006.66,30499.22,28203.87,22282.55,20810.63,30211.92,28244.16,21866.25,20265.14,30270.29,27212.99,19268.51,19520.24,30078.73,26178.46,19398.18,18079.4,27921.69,22922.17,18033.64,14157.94,19645.56,20711.67,16516.52,13932.9,19024.13,22343.31,14070.95,13519.74,17526.7,19066.65,13666.99,9321,15047.29,17513.1,11731.59,9464.74,13335.11,18161.18,9707.48,9220.02,..,..,..
All species,....Catanduanes,1615,1642,1951,2652,1542.3,1617.6,1834.7,2316.02,1598.79,1509.21,1972.51,2043.9,1071.59,1685.53,2009.01,1928.55,1619.23,5402.79,2294.89,2003.12,1431.17,5906.57,2764.03,2249.9,1377.29,4984.3,2796.3,2493.89,1313.29,4746.54,2639.02,2387.07,1817.59,5044.57,1825.77,2170.1,1748.75,4606.86,1951.34,2268.97,1977.96,3824.52,1848.61,1948.43,1864.16,4025.34,2202.17,2055.4,1928.2,2453.98,2049.43,1819.56,1197.81,1889.7,2213.82,1510.66,1028.23,1534.36,1748.27,1417.22,810.91,1267.41,1887.11,1373.18,710.11,1144.54,1699.44,1196.99,641.88,1081.6,1714.42,862.58,591.36,1048.78,1623.3,631.33,431.3,..,..,..
All species,....Masbate,11233,9505,11451,8005,12136,10800,10882,8620.7,13278,10136.25,10557.25,7839.45,10744.13,12737.1,9143.5,9241,11720.4,11944.6,10678.15,10862.8,12434.99,13586.26,12139.37,13626.28,11296.1,13907.86,11660.95,15561.69,12237.24,13227.38,12957.68,17497.43,13414.14,14936.35,14240.68,19146.89,12021.75,15594.47,14027.04,20674.22,13317,16309.97,15092.03,19896.2,12627.26,17213.53,15991.43,21350.43,11982.9,19178.77,14336.12,20562.31,10049.5,15116.26,13503.64,19792.14,10444.92,14480.1,13938.66,22095.83,11114.54,15987.62,15421.68,22971.15,8394.67,17064.83,14317.16,23843.58,10207.07,17110.07,10145.68,21907.77,7735.87,8593.64,9466.1,18943.1,9745.25,..,..,..
All species,....Sorsogon,4663,4615,3200,3650.6,4559.6,4741,3496.1,4843.8,5234.77,4010.68,3394.07,4288.79,8719.02,11568.82,7933.47,6536.78,4894.57,7961.49,7644.65,6839.77,6375.51,7518.33,5999.93,7929.31,8056.08,10133.73,5439.41,6909.38,13025.99,9188.87,4197.36,6763.41,13561.94,8352.04,5403.95,5476.13,10015.28,7899.7,5689.14,5795.61,10063.35,6725.77,5250.17,6456.01,10303.38,6411.31,5948.4,7126.71,10516.89,6393.57,6276.53,6480.76,8664.85,6234.67,6200.44,6641.74,8224.56,6269,6094.49,6603.6,9214.23,8826.78,6788.72,6653.87,12556.94,14046.79,5563.57,14437.07,14815.14,14086.13,4273.71,11487.71,9739.75,28516.68,27252.57,17915.02,13774.76,..,..,..
All species,..Region VI (Western Visayas),81385.34,99066.46,93100.45,76375.7,81255.76,106912.7,102479.23,77961.45,86472.69,112865.87,98316.38,82158.96,88464.73,114501.02,99493.52,86039.61,91954.78,115489.05,94899.57,82497.83,99086.35,121769.18,101420.34,85991.49,97490.23,116151.01,93734.57,93365.81,102675.27,130527.05,105035.36,94992.88,105928.05,121284.92,112196.96,102147.95,109274.27,128062.77,113968.85,99580.27,107764.57,125233.96,111037.66,95670.98,108466.07,123628.99,108959.71,78205.7,105732.95,109707.96,106051.68,90352.89,108875.15,110350.61,102758.13,80087.16,105340.64,108893.16,102345.6,80212.6,105884.89,110737.98,101156.64,72116.88,90170.26,109649.04,101143.29,78509.32,91100.46,117833.47,99378.69,73102.69,90515.59,105525.66,99428.23,81352.91,89272.03,..,..,..
All species,....Aklan,3036,2694.1,4524,1851.7,3123.46,2878.5,4919.13,2556.92,3386.26,3217.5,5193.78,2798.93,3092.66,4802.84,5689.65,3075.27,3258.22,5198.6,6179.76,3068.21,2550.13,4923.28,7201.72,2793.32,2790.47,4642.07,5617.4,2896,2761.77,4834.17,5422.22,2691.99,3458.79,5059.83,5905.93,2937.46,3451.65,4997.03,5754.2,2761.43,3530.52,4842.45,5896.65,3028.34,3885.81,5239.97,6228.15,2921.38,4217.8,6461.81,6888.63,3526.97,4794.37,7128.86,7318.49,3892.78,3731.1,7705.63,7607.93,3649.67,3186.24,7982.44,7528.24,3587.77,4279.99,7545.17,9062.8,4187.78,4900.73,7909.83,9342.87,4305.4,4525.99,7266.15,9414.2,4094.52,4426.75,..,..,..
All species,....Antique,16054,16911,13943,9543,14595.1,21630.2,18560.1,11946.3,17130,22151.2,15127.12,13457.89,18325.42,22740.52,13769.2,12537.96,20057.02,23541.79,12569.67,10105.55,21963.05,24953.22,13248.95,11825.47,21628.25,18716,10773.6,13980.58,22496.59,20902.64,12506.47,15446.2,28508.77,24726.15,17635.35,18054.69,29760.79,27027.24,17797.42,17286.34,29685.02,25869.19,16007.82,18386.18,29453.42,27154.34,16352.94,10510.09,31615.48,28704.57,18404.91,17847.44,34119.12,28159.88,18986.72,18725.08,36312.72,28687.64,19036.04,16631.95,37667.44,28783.26,19604.37,15044.4,29921.57,30679.02,18217.54,17769.15,30950.32,32236.62,9982.22,13632.78,33329.92,31454.72,15968.08,16646.01,33329.92,..,..,..
All species,....Capiz,13036.04,19259,14334.45,8613.4,13555,20333.6,15222.3,8291.72,14092.15,20904.07,15777.09,8262.17,15962.32,21563.5,15854.23,9521.76,16130.29,23220.81,15816,9340.02,16087.62,25121.22,18627.87,10596.64,17449.64,24014.64,18687.04,13865.59,17324.47,32833.83,29200.94,18559.79,18583.53,34520.94,30844.45,19580.6,17468.05,36487.93,30692.13,20233.33,18448.83,36069.26,31300.88,18642.39,16567.55,36686.09,29447.7,14957.36,15542.94,28468.18,30961.56,15439.68,16038.42,30728.61,29059.26,11818.66,11709.68,29542.85,30858.09,15290.01,13702.89,29164.07,29606.89,15051.97,14129.06,28454.52,27471.03,15822.18,15177.78,31175.2,32630.44,16278.55,13893.87,28331.38,30599.41,15999.05,15828.42,..,..,..
All species,....Guimaras,695,806.21,651,830,776,1038.5,831,1032.51,958.95,1041.09,965.33,1068.64,1111.21,1163.49,1162.57,1222.7,1260.95,1708.4,1228.23,1527.34,1731.15,1687.23,1359.27,1888.84,2070.53,1789.29,1650.11,2350.86,2210.36,1810.81,1726.16,2356.72,2208.83,1610.25,1627.03,2144.42,2284.61,1732.55,1660.47,1917.75,2273.8,1821.24,1483.5,2352.78,2436.49,2303.42,1931.06,1862.56,2259.63,1950.59,1693.47,1961.01,2557.14,2230.38,2004.74,1628.96,2698.85,2319.34,1889.88,2041.17,2507.26,2478.24,1784.3,1874.04,2287.61,2102.33,1694.66,1698.87,2427.59,2310.54,1889.69,1727.49,2351.48,2025.35,1784.65,1778.89,2436.58,..,..,..
All species,....Iloilo,28129,37480,36169,34850.9,28677.3,38837.5,38424.4,34132.2,31215.19,43966.34,37656.16,37701.56,30877.82,43619.72,39456.57,39319.73,32307.4,41456.46,37219.85,37708.48,37267.27,42943.49,37950.47,37251.75,33417.91,45142.16,33957.09,37566.23,36183.01,48063.83,31659.95,32060.72,30966.65,32878.07,31179.04,35041.52,33665.42,35271.49,33389.4,33049.96,31309.71,32183.06,31471.09,28786.28,32184.15,27943.46,28195.73,26764,26539.34,19889.65,21847.07,30011.48,26125.43,18647.66,19661.24,23787.12,25925.33,18375.94,17759.75,22367.86,24767.99,19573.84,17353.39,16497.7,17104.04,18708.18,19739.03,18112.38,15045.23,20343.68,19821.76,16710.77,15518.89,21433.29,22744.27,20283.13,13454.42,..,..,..
All species,....Negros Occidental,20435.3,21916.15,23479,20686.7,20528.9,22194.4,24522.3,20001.8,19690.14,21585.67,23596.9,18869.77,19095.31,20610.95,23561.3,20362.19,18940.91,20362.98,21886.06,20748.24,19487.14,22140.75,23032.06,21635.46,20133.43,21846.86,23049.33,22706.55,21699.06,22081.77,24519.61,23877.46,22201.48,22489.68,25005.17,24389.25,22643.75,22546.53,24675.22,24331.46,22516.7,24448.75,24877.73,24475.02,23938.65,24301.71,26804.14,21190.31,25557.77,24233.16,26256.03,21566.31,25240.66,23455.23,25727.68,20234.55,24962.96,22261.77,25193.91,20231.94,24053.08,22756.14,25279.44,20061.02,22447.98,22159.81,24958.23,20918.97,22598.81,23857.61,25711.71,20447.7,20895.45,15014.76,18917.62,22551.32,19795.95,..,..,..
All species,..Region VII (Central Visayas),53852.4,44132.76,53462.5,51646.9,51080.9,46281.59,45770.8,50224.61,61675.29,47305.73,46000.88,46212.82,71421.2,61659.46,47615.24,51575.69,58737.51,51385.47,44723.98,47577.8,64537.75,63180.7,45765.23,52649.12,60195.69,61422.09,48631.27,55172.12,63811.28,64160.73,49626.09,56166.99,65450.13,66327.99,52394.56,56475.79,66125.43,67194.92,51712.5,55040.48,65754.59,63488.8,52252.3,54864.63,65727.82,64880.45,49673,46349.26,46218.68,52185.9,45781.44,49720.2,54947.91,45265.11,40500.14,45335.54,48614.18,46056.65,43206.29,46195.75,48675.81,38263.69,29408.72,35149.02,45207.42,42773.36,27898.74,35754.38,43498.57,43892.31,31670.01,36795.72,43469.84,46178.2,32453.26,35318.56,40659.67,..,..,..
All species,....Bohol,26615,26172.5,28669,26447.2,23780.1,27903.3,22121.6,26040.12,32868.8,28343.57,22182.61,21488.1,40619.01,38093,22727.43,24741.66,28588.34,27571,22834.58,27229.2,33457.37,34291.58,25326.95,31706.22,31682.48,32658.95,29059.31,34312.45,34467.6,33879.8,29495.88,35316.01,37529.97,36682.58,31021.78,34437.86,39750.08,37264.92,31267.67,34416.74,38731.07,35320.17,31823.26,35306.34,38838.4,34118.7,29038.51,30007.42,27965.62,28204.37,26399.94,32293.18,33232.88,21266.81,20748.75,28708.76,26741.56,21068.28,22801.82,30354.86,30925.02,16726.77,8816.54,17003.09,24701.61,19211.37,10221.87,17110,20398.2,23259.64,14840.14,17320.37,16643.97,20311.19,12874.63,15385.52,15953.97,..,..,..
All species,....Cebu,21807.5,13565.06,20719,20155,21750.8,13380.4,19613.3,19254.87,21760.99,13859.7,19424.12,19718.63,22125.68,17769.79,20373.04,22926.24,20193.32,17768.35,17616,16550.97,23929.44,21548.23,15514.46,16860.02,21177.98,21834.65,14884.83,16933.11,22496.96,23106.4,16131.43,16952.14,21525.71,22606.85,16992.54,17997.67,20620.55,23213.56,16457.88,16736.64,21892.82,21676.44,16428.87,15764.64,21791.13,24652.11,16904.83,13215.7,13408.73,18391.38,15664.92,14494.83,17089.38,19005.86,16627.09,13998.12,17350.78,19738.39,17061.51,12998.54,12863.06,17612.94,17521.74,14658.24,16310.45,17694.66,14762.62,15490.81,17991.78,15491.65,13700.04,16229.44,21877.23,17243.52,15975.13,15469.17,16635.7,..,..,..
All species,....Negros Oriental,4828.9,3795,3705.5,4785.7,4985.7,4367.1,3649.2,4583.92,6412.74,4465.1,3998.31,4631.59,7962.11,5126.22,4043.37,3407.76,9335.07,5216.46,3744.56,3203.89,6353.41,6309.59,4345.79,3583.39,6598.5,5872.54,4063.73,3273.06,6085.61,6023.61,3335.97,3220.41,5597.5,5759.45,3654.04,3426.76,5008.29,5340.04,3219.55,3282.81,4308.27,4994.24,3169.54,3164.34,4203.98,4568.09,2990.29,2577.58,4022.15,4150.45,2940.08,2364.63,3758.42,3624.28,2384.47,2080.8,3587.28,3795.57,2541.93,2257.97,3982.46,2558.24,2304.72,2949.34,3228.14,4417.56,2191.38,2645.3,4071.45,3570.71,2433.94,2695.41,3826.06,6928.22,2848.88,3953.54,7185.89,..,..,..
All species,....Siquijor,601,600.2,369,259,564.3,630.79,386.7,345.7,632.76,637.36,395.84,374.51,714.4,670.44,471.4,500.03,620.78,829.66,528.84,593.75,797.53,1031.3,578.04,499.49,736.73,1055.96,623.4,653.5,761.1,1150.91,662.81,678.43,796.95,1279.11,726.2,613.5,746.52,1376.4,767.39,604.29,822.43,1497.95,830.63,629.31,894.31,1541.55,739.38,548.57,822.17,1439.7,776.5,567.56,867.22,1368.17,739.84,547.86,934.55,1454.41,801.04,584.38,905.28,1365.74,765.71,538.35,967.22,1449.76,722.86,508.27,1037.14,1570.31,695.89,550.49,1122.58,1695.26,754.63,510.33,884.11,..,..,..
All species,..Region VIII (Eastern Visayas),24464.6,22059,24413,25296.2,28698.33,30427.45,28866.05,27426.16,31526,32122.62,30165.78,34776.91,34936.66,42685.38,40307.8,36113.55,40213.04,52181.82,43676.04,37904.91,46567.88,58975.21,46734.87,39435.93,47925.88,62354.06,49813.35,39482.62,49179.57,66029.89,50706.96,40914.47,51090.81,64339.43,49141.81,46611.95,49855.52,64470.02,51105.16,44347.04,45855.99,60682.91,49022.2,44856.42,37292.59,61324.96,45170.7,28974.77,25132.09,41020.83,40131.51,31234.14,24554.27,40490.48,39375.44,30557.27,28342.09,39570.89,39549.9,32812.05,37606.78,34200.13,35028.77,29305.62,26703.79,27123.69,30865.05,30460.55,30906.96,30407.72,31763.53,34935.51,27610.38,28293.76,37473.72,30179.81,28436.71,..,..,..
All species,....Biliran,973,928,1004,931.4,995.83,1057.45,1645.55,938.5,1116.52,1221.23,1768.58,1147.51,1318.59,1950.41,2333.21,934.4,1349.09,2057.71,2042.4,1708.13,1904.5,2155.2,1939.53,1601.03,1938.84,2189.95,2059.1,1860.78,1950.6,1856.63,1801.67,1916.64,2092,2031.41,1775.37,1834.73,1443.48,1761.45,1605.82,1692.54,1379.23,1725.16,1549.06,1639.98,1367.51,1760.54,1550.02,1512.22,1433.23,1836.11,1572.14,1537.56,1504.13,1836.45,1577.29,1412.95,1865.13,1842.9,1878.71,1676.4,1712.3,1513.38,1519.03,1195.42,1341.28,1537.93,1546.79,1227.23,1573.69,1728.21,1742.32,1775.87,1785.1,1933.74,1690.57,1750.1,1864.62,..,..,..
All species,....Eastern Samar,2230.6,2824,3273,3238,3381.5,4693.7,5130,3656.5,3723.5,5117.5,5758.5,6790.29,3818.59,4978.43,8159.45,7596.58,6506.2,9621.64,8923.6,7818.54,7417.11,10327.48,8511.67,8536.45,7240.33,12193.87,8981.52,8255.71,7289.45,23758.36,10755.49,8863.75,7796.1,20822.13,11791.44,9896.73,8288.4,21354.99,13653.77,10441.67,9034.25,20341.46,13279.67,10549.29,8655.73,22057.76,13682.7,5028.47,4223.93,10569.76,9919.4,5304.94,2002.34,8935.56,10079.68,5988.29,4337.6,7435.64,9328.59,7262.47,3350.36,7512.76,7127.5,5159.68,2804.59,6003.44,5294.21,4226.35,2958.93,6405.69,4156.24,5173.19,3518.24,6726.46,4328.89,5322.61,3644.29,..,..,..
All species,....Leyte,9667,9451,11019,10308.8,12292,12106,11922.5,11115.1,13664,12844.53,12537.25,12198.76,14986.18,17461.76,15838.4,13252.9,15608.38,19563.55,17025.05,13655.22,17298.54,21616.29,17881.39,13800.93,18106.88,20209.49,18089.72,13965.68,18938.57,19656.67,17004.17,14036.65,19781.05,19676,13454.67,17606.58,19586.42,20388.65,13016.19,15582.89,16119.4,18184.28,11679.8,15029.65,9512.51,17689.26,9382.99,6997.72,5008.12,11769.57,9801.2,10175.07,7265.16,11233.06,9594.16,9681.1,5618.38,11288.1,10270.88,9985.24,17516.62,8291.88,9969.86,10583.09,5526.92,5184.97,9290.87,9585.13,7519.88,6442.42,11540,12993.33,6833.15,4769.29,16563.44,5633.28,6775.21,..,..,..
All species,....Northern Samar,2228,1549,1758,3020,2407,2437.2,2174,3295,2669.4,2593.3,2268.2,3534.4,3544.3,3571.17,2991.59,4011.34,3964.69,3975.94,3226,4051.94,4463.2,4461.45,3502.92,4325.23,4388.15,4702.52,4794.88,4669.63,4624.04,4549.1,5136.07,4954.91,4614.04,4651.95,5548.05,5245.93,4445.45,4496.52,5734.54,5239.86,4177.99,4792.79,5978.99,5345.83,4152.94,5053.41,6145.6,5230.91,4286.96,5256.3,5998.1,5006.65,4434.26,5190.94,5616.29,4981.69,4381.29,5307.94,5547.79,4827.31,4172.72,5115.83,5393.96,4592.75,3959.82,4222.64,5064.18,6353.84,3960.85,4796.11,4306.13,5497.26,3909.27,5120.4,5434.47,6848.96,3388.37,..,..,..
All species,....Samar,8122,5041,5896,5529,8331,7757,6539,6207.3,8974.54,7902.96,6400,7772.43,9649,11275.5,9484.75,7369.65,10285.5,13272,10908.5,7531.6,12286.56,15767.12,11947.23,7664.41,12740.54,17011.15,12637.97,6877.45,12998.62,11673.86,12845.23,7431.78,13566.01,12881.77,13324.15,7974.08,13255.74,12206.89,14149.62,8334.12,12387.07,12113.73,13910.6,9574.71,11651.44,12143.08,12076.61,8064.42,8320.63,9478.73,10794.81,7187.99,7575.47,11146.16,10471.3,6446.05,10506.93,11808.83,11112.14,6987.14,9497.86,10336.6,9693.18,6281.55,11822.19,8635.68,8447.24,7649.67,13674.91,9375.83,8754.87,8037.2,10371.67,7926.75,8161.83,6776.85,11475.69,..,..,..
All species,....Southern Leyte,1244,2266,1463,2269,1291,2376.1,1455,2213.76,1378.04,2443.1,1433.25,3333.52,1620,3448.11,1500.4,2948.68,2499.18,3690.98,1550.5,3139.48,3197.97,4647.67,2952.12,3507.87,3511.14,6047.07,3250.15,3853.36,3378.29,4535.26,3164.32,3710.74,3241.61,4276.17,3248.14,4053.91,2836.03,4261.52,2945.23,3055.95,2758.05,3525.5,2624.08,2716.96,1952.47,2620.9,2332.78,2141.03,1859.22,2110.37,2045.87,2021.93,1772.91,2148.32,2036.72,2047.2,1632.76,1887.47,1411.79,2073.48,1356.93,1429.67,1325.24,1493.13,1248.99,1539.04,1221.76,1418.32,1218.7,1659.46,1263.97,1458.67,1192.95,1817.11,1294.52,3848.02,1288.52,..,..,..
