Species,Geolocation,2002 Quarter 1,2002 Quarter 2,2002 Quarter 3,2002 Quarter 4,2003 Quarter 1,2003 Quarter 2,2003 Quarter 3,2003 Quarter 4,2004 Quarter 1,2004 Quarter 2,2004 Quarter 3,2004 Quarter 4,2005 Quarter 1,2005 Quarter 2,2005 Quarter 3,2005 Quarter 4,2006 Quarter 1,2006 Quarter 2,2006 Quarter 3,2006 Quarter 4,2007 Quarter 1,2007 Quarter 2,2007 Quarter 3,2007 Quarter 4,2008 Quarter 1,2008 Quarter 2,2008 Quarter 3,2008 Quarter 4,2009 Quarter 1,2009 Quarter 2,2009 Quarter 3,2009 Quarter 4,2010 Quarter 1,2010 Quarter 2,2010 Quarter 3,2010 Quarter 4,2011 Quarter 1,2011 Quarter 2,2011 Quarter 3,2011 Quarter 4,2012 Quarter 1,2012 Quarter 2,2012 Quarter 3,2012 Quarter 4,2013 Quarter 1,2013 Quarter 2,2013 Quarter 3,2013 Quarter 4,2014 Quarter 1,2014 Quarter 2,2014 Quarter 3,2014 Quarter 4,2015 Quarter 1,2015 Quarter 2,2015 Quarter 3,2015 Quarter 4,2016 Quarter 1,2016 Quarter 2,2016 Quarter 3,2016 Quarter 4,2017 Quarter 1,2017 Quarter 2,2017 Quarter 3,2017 Quarter 4,2018 Quarter 1,2018 Quarter 2,2018 Quarter 3,2018 Quarter 4,2019 Quarter 1,2019 Quarter 2,2019 Quarter 3,2019 Quarter 4,2020 Quarter 1,2020 Quarter 2,2020 Quarter 3,2020 Quarter 4,2021 Quarter 1,2021 Quarter 2,2021 Quarter 3,2021 Quarter 4
All species,....Cavite,72956,124478,89642,86901,133073,190921,143788,125258,182132.9,218239.3,118768.02,152282.1,162462.56,212555.43,120834.56,142357.95,138270.48,227606.47,170577.32,157482.84,161275.97,283477.16,262528.74,152685.82,130942.18,255616.07,238896.99,147084.32,152800.2,273148.66,203318.63,128669.98,183656.11,280749.91,185723.1,246325.99,233904.89,278452.94,177325.33,312651.6,254947.44,343800.39,168807.88,264632.16,237870.88,344934.36,189801.92,217051.3,215135.72,341224.72,231189.82,368769.87,280334.93,355149.76,293212.93,380466.9,353020.34,377195.03,267417.29,287705.57,371964.08,374041.36,319772.55,368074.27,441637.07,611866.98,306742.78,396959.68,416303.1,640503.47,395853.91,430963.4,461992.04,572918.48,559863.97,441374.35,604233.01,..,..,..
All species,....Laguna,179662,307531,209348,163452,193310,320484,195621,185833,201942.02,317313.72,242190.11,217909.95,195223.09,320484.03,245629.43,249609.99,205629.34,301153.77,258080.48,238318.21,219705.39,306534.08,267136.28,241232.95,250147.77,312678.43,303387.24,297511.33,327012.43,358389.39,331546.09,328102.37,301192.87,351027.07,281619.22,279597.77,307599.6,336496.85,320574.24,283349.31,329940.69,365190.43,341248.76,306929.21,346317.11,343039.94,345197.86,312431,341679.08,363221.69,295889.77,280662.51,269258.15,327876.38,316450.21,317122.43,254507.41,293912.75,316154.23,313328.5,303355.53,361685.96,328349.72,305286.54,312257.33,399335.26,394309.34,298628.53,347336.86,394856.12,366097.67,350793.04,352258.54,390177.16,361543.84,269056.46,235750.34,..,..,..
All species,....Quezon,1356592,1942305,1709801,1887109,1639302,1685094,1694141,1666778,1918032.5,1769443.47,1630273.46,1911175.74,1414301.54,1675876.96,1732470.32,2163152.99,1416585.3,1942356.83,2116491.8,1903906.87,1525921.89,1952942,1491347.57,1925073.21,1583468.72,2083375.08,1628258.35,1842018.23,2029253.05,1881638.55,1989430.1,1764946.88,1809301.97,2070226.88,1947935.13,1755784.78,1718093.55,1953962.65,2034592.98,1911524.5,1939166.28,1991047.76,2427987.96,2306866.95,1966142.74,2311716.58,2300352.04,1965028.24,1914896.16,2559813.11,1948100.33,1793310.91,1569094.75,2850821.24,2117037.97,1463628.16,1656422.13,2012202.03,2255767.07,2560747.99,1660428.35,2270654.4,2784940.39,2197337.4,2512728.79,2035036.42,2362914.45,1541034.69,2845600.76,2297320.95,2703028.26,1506747.45,3698400.78,1341530.32,2094826.33,1230570.22,4180908.25,..,..,..
All species,....Rizal,172916.82,297370,152881,315138,361597,338024,188329,486576,384859.2,407543.6,299049.4,636685.7,398569.83,411365.95,223603.43,636400,327412.33,310008.61,326956.67,462812.42,340190.45,273649.4,429828.37,920826.09,659103.23,369313.64,671527.31,1101431.46,612437.41,515024.82,734302.15,621209.58,565883.04,395165.67,567373.36,725157.79,578815.87,571093.53,889451.36,903803.7,620221.82,617886.24,920360.73,995035.04,645628.25,619620.48,1013805.03,1083507.35,678663.51,689364.08,1185817.61,1051168.06,694300.58,532640.57,1094490.3,1115171.77,644149.62,479775.7,311945.32,597676.43,677342.55,647873.3,342719.47,575339.26,220905.96,613650.57,358910.33,574854.5,267895.08,678221.17,367400.26,605167.2,410183.62,388927.11,219881.4,363879.8,180422.8,..,..,..
All species,..MIMAROPA Region,1549760,1622917,1569997,1588204,1555243,1813447,1501617,2802846,1653489.52,2258676.36,1755061.08,2927869.31,1433786.92,2555794.75,1654297.41,3354281.5,3366296.23,3537932.83,3742093.53,3868896.03,2912278.58,4136458.75,3552902.89,3076015.46,2835757.89,4785180.62,3296516.15,9724635.4,3198940,5578622.13,2867372.68,4404838.97,2963103.91,5069975.94,2891329.15,5216936.89,3103412.44,5157147.77,3036710.39,4772657.64,3024783.9,4772932.37,3046158.7,5270765.37,2812527.08,3936353.02,3014403.06,4819919.3,2589026.1,3915519.08,2772213.25,4788730.52,2547529.52,3975268.2,2782717.87,4007722.54,1829644.86,3456187.46,2448341.24,3544921.22,1928154.24,3695836.44,2709789.92,4629723.69,2251872.39,4884148.65,5630572.9,5526988.51,2483579.66,4997408.72,4199245.08,5852636.61,2671449.2,3567863.57,4644085.09,4591121.59,3119625.51,..,..,..
All species,....Marinduque,59981,16849,40109,43338,59572,18675,38656,55397,67649.61,26204.05,54984.94,72553.98,92680.78,32556.45,52463.15,62482.05,84962.85,28201.18,56856.51,73105.47,81144.77,33890.97,66735.86,95604.71,114526.8,65312.38,57991.48,93385.45,100231.02,62916.83,62824.36,96623.53,103708.62,73732.77,63871.24,99262.82,106166.71,75664.51,66123.79,99255.3,100108.89,80431.42,72539.03,108008.37,108797.58,81277.58,77164.18,120475.54,117520.66,79947.23,74074.82,118493.54,120765.74,85819.31,75604.04,122451.94,128168.17,93792.32,94430.83,156119.54,138298.73,99927.38,95695.7,173084.36,163494.16,103243.2,102245.96,164233.36,168264.43,121931.03,116607.23,177404.7,208212.79,118596.63,135257.31,127409.2,235548.99,..,..,..
All species,....Occidental Mindoro,124050,139621,156608,145255,198567,129583,163530,137266,138267.37,160208.34,179356.37,133044.83,160099.87,173939.06,180063.72,145541.23,179179.54,188847.31,184144.83,161966.08,181455.81,249211.64,209891.59,187593.39,199212.13,263733.29,236653.57,211190.63,231337.83,196700.81,225192.5,205058.74,253347.78,210083.04,246463.3,223180.62,237512.72,216458.51,245925.95,236931.11,252111.79,247292.54,277426.34,254544.62,259831.67,262981.27,283284.67,268860.15,310865.44,266440.17,301066.84,267396.02,317591.5,260127.25,303062.36,265967.53,311615.71,226992.83,204433.77,243465.89,244971.23,230249.26,216482.19,243516.55,242402.39,215877.05,188579.93,253376.63,218675.08,245113.95,260273.83,268808.15,271882.92,237978.95,285664.63,298827.43,393373.95,..,..,..
All species,....Oriental Mindoro,252379,293977,207018,158087,286095,310951,214488,159477,293213.41,331338.81,237551.22,164869.46,336662.7,383019.17,271164.86,160445.12,353689.15,376921.59,269987.18,169684.05,322115.22,376324.04,295152.37,179746.64,305216.21,410592.67,268795.7,188133.24,329209.71,366514.08,271313.46,195674.1,314855.74,370289.67,295258.41,203715.58,365255.14,406196.08,334969.98,220300.58,387977.62,417630.3,338155.4,229820.47,382342,294490.63,378372.79,234665.36,350325.03,278504.28,382936.25,184575.09,266723.51,248729.84,505244.83,169407.01,134730.47,225578.01,385223.54,188336.3,147809.88,294031.15,297530.87,193656.53,125276.94,352731.17,343986.43,277404.46,156300.49,304969.13,344902.89,273094.54,189719.25,280005.61,355088.65,242207.55,181461.43,..,..,..
All species,....Palawan,1041792,1088122,1121978,1171660,926501,1259411,1042943,2401718,1069956.15,1639768.08,1234076.67,2510937.36,749954.17,1857722.59,1102564.37,2924557.13,2652352.29,2838836.62,3183281.58,3409455.59,2226176.47,3368160.64,2918480.46,2539408.01,2118105.67,3910604.96,2668808.43,9147953.68,2415831.13,4809275.58,2239963.43,3827667.07,2167381.04,4265754.3,2200506.82,4611581.12,2263020.44,4303220.82,2291883.61,4121145.55,2141153.49,3873120.42,2255379.57,4581509.25,1892845.17,3107500.14,2163594.27,4084650.27,1645961.61,3105332.73,1894715.51,4116963.6,1667408.09,3199972.6,1792109.01,3352542.45,1087142.88,2749405.58,1679557.03,2860537.04,1203229.2,2874249.47,1991447.52,3910903.52,1520907.7,4004299.18,4850524.8,4701459.64,1734251.19,4094765.14,3341864.31,4966535.15,1812539.8,2678806.81,3748953.42,3812418.84,2107587.32,..,..,..
All species,....Romblon,71558,84348,44284,69864,84508,94827,42000,48988,84402.98,101157.08,49091.88,46463.68,94389.4,108557.48,48041.31,61255.97,96112.4,105126.13,47823.43,54684.84,101386.31,108871.46,62642.61,73662.71,98697.08,134937.32,64266.97,83972.4,122330.31,143214.83,68078.93,79815.53,123810.73,150116.16,85229.38,79196.75,131457.43,155607.85,97807.06,95025.1,143432.11,154457.69,102658.36,96882.66,168710.66,190103.4,111987.15,111267.98,164353.36,185294.67,119419.83,101302.27,175040.68,180619.2,106697.63,97353.61,167987.63,160418.72,84696.07,96462.45,193845.2,197379.18,108633.64,108562.73,199791.2,207998.05,145235.78,130514.42,206088.47,230629.47,135596.82,166794.07,189094.44,252475.57,119121.08,110258.57,201653.82,..,..,..
All species,..Region V (Bicol Region),1770479,1491766,1388840,1364042,1785812,1682861,1625306,1428198,2107495.76,1834951.85,1786795.57,1443219.92,2297526.94,2250797.44,1841383.03,1807858.3,2379663.72,2359377.9,2037066.79,1988458.9,2442307.94,2837506.62,2397451.66,2524247.44,2651168.14,3269626.44,2821511.11,2834207.96,2836068.98,3012830,2979433.27,2968131.81,3437282.02,3707033.51,3349047.98,3129172.77,3340562.84,3857804.68,3512240.05,3519258.94,3433552.41,3853423.16,3617748.57,3552405.41,3557538.85,4208625.55,3877751.85,3877594.31,3747358.39,4356385.38,3872125.14,3876080.91,3265678.93,4272125.82,4012962.71,3808397.48,2808184.48,3712995.41,3763866.49,4225735.23,3267871.78,3900954.71,4135309.9,4284834.49,3477108.33,4815652.59,4259228.86,5031226.17,3073282.58,4994863.39,3531254.86,5283295.28,2578385.73,3963809.91,4457212.83,4680315.86,2776827.03,..,..,..
All species,....Albay,74162,115834,91050,66209,91469,127530,96798,129496,125084.76,142238.71,99828.97,135773.48,218909.8,161813.9,149069.62,133205.72,198703.24,172355,138551.33,155170.75,171039.19,253355.11,213263.56,174225.6,217336.28,291740.32,289491.85,180654.93,232533.68,332040.67,290210.18,223633.24,237386.78,369671.48,316349,254034.34,227284.23,404946.23,370333.23,288670.47,265534.99,399304.81,380022.76,341220.76,276855.81,433300.87,394358.18,350936.91,281392.29,430635.89,401896.7,357160.08,264086.59,400106.75,453304.55,340566.31,278852.23,430583.71,447601.4,388058.62,257143.45,449152.27,481631.14,432707.69,323475.37,463190.09,460916.7,412877.03,354433.43,484442.34,477928.63,410857.5,379249.16,528749.85,470568.88,372032.77,439750.55,..,..,..
All species,....Camarines Norte,254506,221207,224696,85233,259585,264995,268071,97464,297119.8,343117.34,354090.04,75001.55,377855.55,441363.03,291780.18,115597.33,430536.96,463907.22,400712.14,120312.25,435004.76,585320.01,405925,139396.47,385592.95,661547.58,469490.77,203413.51,412631.77,603053.5,389847.53,362684.56,496577.86,643309.68,438540.02,401351.87,573966.2,651813.02,436307.68,468292.65,563089.24,736896.8,572089.4,515316.98,617378.66,816326.71,605432.46,545850.92,623545.57,870677.11,605679.96,562097.04,556690.59,1079270.68,816751.22,610973.35,502275.62,923348.38,743745.7,786046.38,486294.86,743900.56,650763.49,614341.69,499000.22,1148688.09,722372.86,750837.39,363607.9,1356990.36,532836.19,1317950.36,425147.82,1040764.99,248102.16,644509.04,285848.94,..,..,..
All species,....Camarines Sur,544840,520027,425753,639055,561370,645212,551768,627102,670934.49,688442.11,617776.65,620198,753209.04,778182.18,630872.12,753695.11,739316.03,706953.41,646351.42,786072.23,764268.93,834336.03,718582.65,992582.95,824019.9,1051139.19,954491.91,1152602.5,864708.55,869177.93,1047146.17,823538.81,950480.87,1134117.68,1059438.43,867408.9,931246.74,1190086.98,1136547.09,973092.55,977921.12,1236174.87,1209292.84,1059126.4,995587.78,1308182.68,1212405.58,998668.55,981259.88,1365129.2,1205451.41,1023609.41,937368.7,1334270.43,1128890.14,981128.93,751589.9,993886.7,1091477.17,960795.42,816721.18,1047313.57,1231304.1,936115.95,849355.25,1069289.21,1126275.31,907790.45,643748.99,994363.65,1037713.21,831188.75,691219.03,967102.11,978996.07,701518.97,661215.91,..,..,..
All species,....Catanduanes,87106,92526,98262,140681,82882,90063,100247,126648,102917.13,97132.03,107781.39,133568.71,66733,98215.4,122844.52,126178.44,127201.59,281642.46,179002.91,148361.95,120138.14,345156.41,183840.37,176165.64,118672.21,335172.4,204612.85,198491.43,112548.24,240661.74,211975.86,177296.05,133127.45,392423.9,129112.82,163324.65,134490.27,370550.25,144420.74,178138.73,168184.34,305534.05,147267.83,159844.65,176848.46,321394.59,168913.93,172157.55,172576.85,196415.73,161411.66,155590.77,116677.77,155380.29,180711.67,132029.63,104653.55,128984.15,143562.32,128302.18,73837.65,117920.85,161175.78,142477.3,75149.71,118605.53,199374.55,152405.45,83202.88,139436.41,220611.35,123848.75,75821.43,114308.19,197934.67,87841.91,72165.34,..,..,..
All species,....Masbate,413366,359703,405776,274968,412162,262513,382092,277946,479641.89,343396.85,427068.08,313621.29,384758.78,437621.23,397563.98,422797.51,526704.84,501671.7,434538.16,467618.66,518026.67,555216.16,540179.36,646591.5,535656.87,681638.63,687999.85,807971.53,534059.67,575211.45,741467.9,963231.49,640298.06,649774.38,870337.33,1064301.81,635046.47,718056.5,859141.86,1190854.81,779911.03,792773.92,937525.87,1142476.78,749121.92,918072.57,1042036.98,1388765.2,825315.88,1075113.53,984042.06,1398362.6,738036.91,929407.87,965264.89,1374430.99,685648.01,855883.9,888680.89,1498503.17,714684.88,1025056.64,1110866.31,1603430.26,752500.69,1437737.36,1176361.89,2001198.07,989346.84,1301622.38,960375.24,1974492.42,600223.07,650443.61,844908.76,2050500.69,823681.21,..,..,..
All species,....Sorsogon,396499,182469,143303,157896,378344,292548,226330,169542,431797.69,220624.81,180250.44,165056.89,496060.77,333601.7,249252.61,256384.19,357201.06,232848.11,237910.83,310923.06,433830.25,264122.9,335660.72,395285.28,569889.93,248388.32,215423.88,291074.06,679587.07,392684.71,298785.63,417747.66,979411,517736.39,535270.38,378751.2,838528.93,522351.7,565489.45,420209.73,678911.69,382738.71,371549.87,334419.84,741746.22,411348.13,454604.72,421215.18,863267.92,418413.92,513643.35,379261.01,652818.37,373689.8,468040.24,369268.27,485165.17,380308.57,448799.01,464029.46,919189.76,517610.82,499569.08,555761.6,977627.09,578142.31,573927.55,806117.78,638942.54,718008.25,301790.24,624957.5,406725.22,662441.16,1716702.29,823912.48,494165.08,..,..,..
All species,..Region VI (Western Visayas),2806385,3453315,3537379,3089793.5,3099892,3887145,3676653,2789439,3406781.46,4458156.52,4105419.28,3554727.41,3726243.71,4590680.26,4452869.59,3892819.54,4020225.03,5199852.35,5005806.34,4464125.26,4400358.78,5684287.75,5072523.55,4413722.64,4701924.88,6678732.31,5703354.05,5663685.19,5619796.45,7475931.87,6341738.26,6296116.78,5479332.94,6825409.06,6684546.93,6724449.03,6051845.15,7630375.17,7296263.58,6627580.38,5969265.08,7602182.13,7446939.08,6946222.65,6385187.22,7643311.77,7609533.31,6835024.73,6426412.87,6933763.74,7535428.11,7573019.87,6623803.13,7095083.65,7402335.34,6745301.2,6480424.31,6767355.14,7152865.26,6540100.55,6431804.93,7214539.24,7573483.94,6385526.87,6341505,8162285.84,8747796.32,7324162.75,6513666.29,8513514.32,9075384.65,7025272.73,6566715.68,7499647.85,7862405.96,7044443.79,6388280.1,..,..,..
All species,....Aklan,131948,114020,211488,83387,138772,111202,212935,116455,154409.25,145708.33,261596.58,133034.85,152683.05,209219.65,298286.15,153149.03,181927.33,277095.6,345487.39,191379.29,147570.22,263101.57,418441.26,172190.12,181362.65,308984.45,366344.63,189082.8,187895,350243.79,392509.19,196783.33,223542.13,344918.49,404532.09,220097.61,218908.75,335429.84,409830.31,216681.57,240710.12,344343.19,461433.73,233277.28,291682.32,393621.63,504410.29,249067.41,342561.95,492408.25,567592.33,304127.43,398303.78,537682.77,580907.01,402270.2,303312.26,589459.46,587805.7,343818.08,249817.97,620558.75,617367.75,314495.89,398384.87,645584.57,904851.67,431825.3,495814.34,761415.07,992201.38,481444.76,458758.23,693943.36,839869.17,437611.4,445552.17,..,..,..
All species,....Antique,298311,234288,211666,190158,345825,287837,212453,201138,431838.59,335903.89,222056.12,222204.62,392856.69,328991.2,218624.65,213585.45,400283.98,352899.43,201002.11,220210.34,400947.83,358049.7,207230.88,247847.91,459617.77,397550.23,278266.78,320707.74,505999.7,451934.01,273517.83,333089.41,546696.97,547505.09,386247.93,348294.37,556419.52,534563.02,394718.6,328974.07,539007.51,465043.91,343862.97,360918.86,544163.53,493267.47,373432.61,340652.74,660542.61,569227.32,388785.41,390348.67,680410.82,576434.79,355742.84,346383.12,595745.71,529116.88,326944.58,315046.26,597262.64,535080.22,316256.42,339768.71,760880.88,607612.21,344235.17,394090.16,813472.17,645280.76,272024.29,374529.16,824865,640615.99,302553.76,398525.79,824865,..,..,..
All species,....Capiz,395149,644348,494808,276506,373350,650657,522697,277095,414910.86,673175.49,543691.93,296631.92,574224.18,763781.8,635407.16,353778.38,613655.83,948296.93,680876.12,368046.47,594383.99,988091.17,829176.15,496021.98,636716.14,1164299.75,1026502.91,1161635.87,776581.63,1692858.88,1800460.92,1710954.8,927165.73,1941054.33,1697454.98,1689296.24,933896.32,2233845.62,1891334.05,1821508.8,980441.19,2375768.28,2110694.91,1932407.35,861868.2,2363663.7,1985009.32,1765281.75,879326.56,1989237.35,2152519.68,1722025.77,894051.38,2133658.36,2061594.92,1594150.36,713286.84,2027510.35,2285814.65,1709959.44,848838,1832748.44,2182055.34,1884614.7,958178.48,2330530.34,2119868.97,2060058.33,952900.81,2289251.65,2318838.84,1951501.81,865795.65,2271454.53,2159729.28,1689304.04,1044369.4,..,..,..
All species,....Guimaras,29494,31658,28871,38628,33084,44812,35677,48880,44566.23,48313.66,45637.41,52174.5,53160.48,54957.5,84994.41,72922.99,67070.52,103410.98,74927.14,99243.88,109330.18,102843.35,97397.13,137428.8,134502.03,109909.9,117092.1,169003.14,165931.26,138518.05,116931.35,146006.48,141401.06,113858.87,106407.44,134221.74,143664.89,106529.95,106490.68,116589.71,145333.23,112848.01,105446.38,136299.39,147331.31,149909.8,134093.33,142903.46,151006.33,144788.04,133821.33,171779.49,205121.57,180321.15,164452.79,132797.9,224185.18,180908.53,157493.64,181110.03,200803.87,203225.19,153960.61,183087.65,205791.57,204570.27,169323.23,181519.19,229537.12,230950.93,205685.9,184259.91,223124.9,205238.38,184894.62,197280.71,264101.2,..,..,..
All species,....Iloilo,1126692,1496715,1628041,1632725.5,1349105,1766947,1604965,1309930,1415742.3,2123556.35,1861901.56,1875535.65,1520681.43,2086068.58,1951595.01,1986364.73,1684172.94,2231622,2216406.92,2206284.16,1997376.76,2518382.55,2061583.53,1943094.8,1933140.57,3112578.37,2160530.55,2132614.89,2402610.28,3406670,2120496.43,2336493.11,2191902.24,2415487.38,2426596.98,2737713.32,2510977.54,2755314.41,2589590.25,2380800.24,2301012.35,2424624.24,2357423.86,2165682.2,2493809.38,2229150.43,2246487.84,2438515.44,2173356.79,1664598.78,1847965.35,2978894.18,2156741.32,1675722.36,1733867.4,2455047.87,2329847.53,1549787.79,1460365.6,2144125.89,2246852.2,1911336.51,1654333.29,1693267.18,1813188.87,2108229.05,2453328.39,2103608.81,1702313.65,2216548.04,2269757.49,1959350.31,1791105.4,2375438.7,2434538,2250423.64,1862748.27,..,..,..
All species,....Negros Occidental,824791,932286,962505,868389,859756,1025690,1087926,835941,945314.23,1131498.8,1170535.68,975145.87,1032637.88,1147661.53,1263962.21,1113018.96,1073114.43,1286527.41,1487106.66,1378961.12,1150749.8,1453819.41,1458694.6,1417139.03,1356585.72,1585409.61,1754617.08,1690640.75,1580778.58,1435707.14,1637822.54,1572789.65,1448624.81,1462584.9,1663307.51,1594825.75,1687978.13,1664692.33,1904299.69,1763025.99,1762760.68,1879554.5,2068077.23,2117637.57,2046332.48,2013698.74,2366099.92,1898603.93,2219618.63,2073504,2444744.01,2005844.33,2289174.26,1991264.22,2505770.38,1814651.75,2314046.79,1890572.13,2334441.09,1846040.85,2288230.25,2111590.13,2649510.53,1970292.74,2205080.33,2265759.4,2756188.89,2153060.96,2319628.2,2370067.87,3016876.75,2074186.78,2403066.5,1312956.89,1940821.13,2071298.21,1946644.06,..,..,..
All species,..Region VII (Central Visayas),1539752,1182864,1566510,1856916,1531333,1169583,1309758,1619911,1783185.26,1270973.43,1410660.53,1803591.46,1645672.64,1381852.75,1731537.26,1864249.31,1784542.27,1524137.94,1671977.55,1758848.37,1870286.61,1772711.06,1530240.91,1659472.2,2083137.07,1985167.32,1848049.34,1733249.83,2395327.64,2290696.59,1854026.69,1823993.15,2261649.31,2392554.26,1765467.84,1820190.15,1930320.39,2173037.87,1763545.84,1818752.47,2129642.22,2367587.95,1857553.59,1886280.45,2058842.93,2401633.69,1814024.7,1802048.52,1609433.13,2082452.52,1823962.47,1717680.21,1860335.97,1980848.12,1865756.48,1703261.54,1911635.94,2357356.46,2042653.9,1840339.53,2028274.69,1967824,2222067.11,2162750.96,2218504.5,2493547.67,2656294.42,2661154.81,2826079.44,3060639.55,2636877.22,2916801.57,3410167.35,3538574.99,3277036.09,3154041.25,3136058.82,..,..,..
All species,....Bohol,549473,466159,468431,569518,362224,423706,390496,489776,424942.64,449204.64,442370.48,542924.79,533688.8,446861.91,507486.91,534257.04,382184.05,391935.28,470605.99,543851.31,403528.39,335714.14,369444.05,465993.29,534403.59,361015.37,602500.63,444724.24,611498.1,354112.2,517921.32,441969.59,585239.44,479565.77,411990.87,419741.24,401209.23,385220.85,440988.07,496192.54,454143.78,434686.61,416246.19,524854.03,429222.19,400115.62,401399.2,452462.08,372036.71,382660.5,368442.14,442488.51,473661.63,347079.91,342494.38,423936.23,509248.2,431186.13,393782.41,505487.11,546735.29,457925.33,512041.4,656266.77,713946.45,650425.49,642777.36,762910.15,822323.27,783848.01,818988.09,804350.78,782893.09,743645.53,783815.64,736569.38,792437.14,..,..,..
All species,....Cebu,766351,509598,918885,1072521,946243,538924,759237,866860,1099601.94,586149.69,754762.01,974884.36,835171.78,694370.05,1011750.7,1117091.97,1106022.25,825143.85,961273.06,1004931.61,1084201.54,1048367.67,851369.84,899414.83,1167157.5,1206606.23,884138.4,1019889.13,1371962.18,1488320.34,1014357.19,1071003.27,1196558.36,1412583.74,1035123.96,1101111.9,1136776.55,1348059.56,1015229,1012448.35,1320679.12,1438614.34,1130525.98,1024588.35,1290032.33,1529646.37,1095395.23,1035775.56,911093.15,1291527.17,1136894.65,984131.83,1047282.81,1221903.16,1234426.48,1034227.59,1083211.21,1566129.12,1372693.05,1101504.11,1197541.34,1231102.97,1406736.74,1139587.27,1173969.15,1364099.82,1689774.99,1541156.9,1623024.16,1777617.29,1453082.59,1716084.89,2180551.25,1869945.03,2030899.22,1900418.68,1634629.19,..,..,..
